rank,school,member,normalized_school,normalized_member,icpc2025preliminary-1,icpc2025preliminary-2,ccpc2025preliminary,icpc2025xi_an,ccpc2025ladies,icpc2025chengdu,icpc2025wuhan,ccpc2025harbin,icpc2025nanjing,ccpc2025jinan,icpc2025shenyang,ccpc2025zhengzhou,icpc2025shanghai,ccpc2025chongqing,icpc2025hongkong,icpc2025ecfinal,ccpc2025final,final_rating,contests_participated
5704,江西理工大学,华振峰,江西理工大学,华振峰,1392,1361,1322,1322,1322,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,4
5704,江西理工大学,罗健,江西理工大学,罗健,1392,1361,1322,1322,1322,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,4
5704,江西理工大学,钟伟,江西理工大学,钟伟,1392,1361,1322,1322,1322,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,4
5704,江西财经大学,李鑫,江西财经大学,李鑫,1407,1443,1385,1368,1368,1360,1360,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,6
5704,沈阳化工大学,唐旌伦,沈阳化工大学,唐旌伦,,,,,,,,,,,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,沈阳化工大学,王绍印,沈阳化工大学,王绍印,,,,,,,,,,,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,河北大学,刘宇昕,河北大学,刘宇昕,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,河北大学,赵子俊,河北大学,赵子俊,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,河北大学,陈芃宇,河北大学,陈芃宇,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,河北工业大学,Wen Huang,河北工业大学,wenhuang,,,,,,,,,,,,,,,1334,1334,1334,1334,1
5704,浙江工商大学,徐伟航,浙江工商大学,徐伟航,1383,1365,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,浙江工商大学,蒋辰亮,浙江工商大学,蒋辰亮,1383,1365,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,浙江工商大学,顾周涵,浙江工商大学,顾周涵,1383,1365,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,浙江金融职业学院,岳高远,浙江金融职业学院,岳高远,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,深圳理工大学,吴	梓鹏,深圳理工大学,吴梓鹏,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,深圳理工大学,张佳敏,深圳理工大学,张佳敏,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,深圳理工大学,骆钧航,深圳理工大学,骆钧航,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,湖南大学,刘继云,湖南大学,刘继云,1391,1391,1391,1366,1366,1366,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,湖南大学,蔡芸涛,湖南大学,蔡芸涛,1391,1391,1391,1366,1366,1366,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,湖南师范大学,钟秋乐,湖南师范大学,钟秋乐,1384,1388,1370,1370,1370,1370,1370,1370,1370,1370,1363,1334,1334,1334,1334,1334,1334,1334,5
5704,湖南科技大学,张帅,湖南科技大学,张帅,1422,1401,1389,1364,1364,1364,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,5
5704,湖南科技大学,旷豪杰,湖南科技大学,旷豪杰,1422,1401,1389,1364,1364,1364,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,5
5704,湖南科技大学,易刚,湖南科技大学,易刚,1422,1401,1389,1364,1364,1364,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,5
5704,湘潭大学,逯锦湘,湘潭大学,逯锦湘,1361,1361,1371,1371,1371,1335,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,4
5704,石家庄铁道大学,刘瑞冀,石家庄铁道大学,刘瑞冀,1365,1335,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,石家庄铁道大学,谭海杰,石家庄铁道大学,谭海杰,1365,1335,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,石家庄铁道大学,赵晨越,石家庄铁道大学,赵晨越,1365,1335,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,莆田学院,许庆华,莆田学院,许庆华,1405,1427,1433,1448,1448,1448,1387,1387,1387,1340,1340,1334,1334,1334,1334,1334,1334,1334,7
5704,莆田学院,龚磊,莆田学院,龚磊,1405,1427,1433,1448,1448,1448,1387,1387,1387,1340,1340,1334,1334,1334,1334,1334,1334,1334,7
5704,衡水学院,杨嘉琳,衡水学院,杨嘉琳,1367,1325,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,衡水学院,王南凯,衡水学院,王南凯,1367,1325,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,衡水学院,陈昶潇,衡水学院,陈昶潇,1367,1325,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3
5704,西北工业大学,余丁宸睿,西北工业大学,余丁宸睿,,1358,1358,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,2
5704,西北工业大学,郭锦程,西北工业大学,郭锦程,,1358,1358,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,2
5704,西北工业大学,陆华飞,西北工业大学,陆华飞,,1358,1358,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,2
5704,西南财经大学,杨茜,西南财经大学,杨茜,,,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,西南财经大学,程天霓,西南财经大学,程天霓,,,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,西南财经大学,黄楚涵,西南财经大学,黄楚涵,,,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,长江大学,唐祎敏,长江大学,唐祎敏,1414,1376,1323,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1349,1349,1334,1334,1334,6
5704,防灾科技学院,任曼菲,防灾科技学院,任曼菲,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,防灾科技学院,陈泫宇,防灾科技学院,陈泫宇,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5704,防灾科技学院,魏寒悦,防灾科技学院,魏寒悦,,,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1
5793,New Mongol Institute of Technology,Amarsaikhan Badamragchaa,newmongolinstituteoftechnology,amarsaikhanbadamragchaa,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,New Mongol Institute of Technology,Chingunjav Ariuntur,newmongolinstituteoftechnology,chingunjavariuntur,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,New Mongol Institute of Technology,Enkhbaatar Bayarsaikhan,newmongolinstituteoftechnology,enkhbaatarbayarsaikhan,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,上海工程技术大学,甘祺正,上海工程技术大学,甘祺正,1362,1354,1354,1354,1354,1354,1354,1354,1354,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,上海工程技术大学,胡耀杰,上海工程技术大学,胡耀杰,1362,1354,1354,1354,1354,1354,1354,1354,1354,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,上海工程技术大学,赵承麟,上海工程技术大学,赵承麟,1362,1354,1354,1354,1354,1354,1354,1354,1354,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,上海海事大学,陈立元,上海海事大学,陈立元,,1365,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,上海财经大学,吴宇凡,上海财经大学,吴宇凡,1341,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,上海财经大学,孙宇博,上海财经大学,孙宇博,1341,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,上海财经大学,陈天豪,上海财经大学,陈天豪,1341,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,中北大学,冯翼,中北大学,冯翼,1362,1362,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,中国海洋大学,单衍喆,中国海洋大学,单衍喆,1369,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,中国海洋大学,聂宇航,中国海洋大学,聂宇航,1369,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,中国海洋大学,袁东霖,中国海洋大学,袁东霖,1369,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,中国矿业大学（北京）,高晨博,中国矿业大学北京,高晨博,1368,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,丽水学院,孙愉超,丽水学院,孙愉超,1381,1364,1418,1418,1418,1399,1390,1390,1390,1341,1341,1333,1333,1333,1333,1333,1333,1333,7
5793,丽水学院,杨楠,丽水学院,杨楠,1381,1364,1418,1418,1418,1399,1390,1390,1390,1341,1341,1333,1333,1333,1333,1333,1333,1333,7
5793,丽水学院,江安煜,丽水学院,江安煜,1381,1364,1418,1418,1418,1399,1390,1390,1390,1341,1341,1333,1333,1333,1333,1333,1333,1333,7
5793,华南师范大学,林昊,华南师范大学,林昊,1395,1357,1354,1354,1354,1324,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,5
5793,南昌理工学院,刘洋帆,南昌理工学院,刘洋帆,1374,1337,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,南昌理工学院,李闪亮,南昌理工学院,李闪亮,1374,1337,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,南昌航空大学,刘洁,南昌航空大学,刘洁,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,厦门理工学院,廖炜祺,厦门理工学院,廖炜祺,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,厦门理工学院,许育宾,厦门理工学院,许育宾,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,厦门理工学院,陈传涛,厦门理工学院,陈传涛,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,哈尔滨理工大学,周浩宇,哈尔滨理工大学,周浩宇,1394,1344,1364,1364,1364,1364,1364,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,哈尔滨理工大学,张昊,哈尔滨理工大学,张昊,1394,1344,1364,1364,1364,1364,1364,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,哈尔滨理工大学,王慈恩,哈尔滨理工大学,王慈恩,1394,1344,1364,1364,1364,1364,1364,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,宁德师范学院,杨哲凯,宁德师范学院,杨哲凯,1374,1375,1377,1377,1377,1377,1377,1377,1377,1377,1377,1333,1333,1333,1333,1333,1333,1333,4
5793,山东大学,王家辉,山东大学,王家辉,1368,1357,1370,1370,1370,1370,1370,1370,1370,1370,1370,1333,1333,1333,1333,1333,1333,1333,4
5793,山东科技大学,冯湛博,山东科技大学,冯湛博,1390,1401,1384,1384,1384,1384,1359,1339,1339,1344,1344,1344,1333,1333,1333,1333,1333,1333,7
5793,山东科技大学,杨永智,山东科技大学,杨永智,1390,1401,1384,1384,1384,1384,1359,1339,1339,1344,1344,1344,1333,1333,1333,1333,1333,1333,7
5793,广东培正学院,沈亦鱼,广东培正学院,沈亦鱼,1367,1409,1399,1399,1399,1348,1348,1348,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,5
5793,广东培正学院,黄铭锋,广东培正学院,黄铭锋,1367,1409,1399,1399,1399,1348,1348,1348,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,5
5793,江西师范大学,刘家福,江西师范大学,刘家福,1428,1390,1390,1373,1373,1373,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,江西师范大学,罗一鸣,江西师范大学,罗一鸣,1428,1390,1390,1373,1373,1373,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,江西师范大学,龚向阳,江西师范大学,龚向阳,1428,1390,1390,1373,1373,1373,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,4
5793,河南财经政法大学,丁鑫钰,河南财经政法大学,丁鑫钰,1356,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,河南财经政法大学,冯哲,河南财经政法大学,冯哲,1356,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,河南财经政法大学,赵政,河南财经政法大学,赵政,1356,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,浙江外国语学院,吴建强,浙江外国语学院,吴建强,1378,1367,1370,1370,1370,1370,1370,1370,1370,1370,1370,1333,1333,1333,1333,1333,1333,1333,4
5793,浙江外国语学院,张佳乐,浙江外国语学院,张佳乐,1378,1367,1370,1370,1370,1370,1370,1370,1370,1370,1370,1333,1333,1333,1333,1333,1333,1333,4
5793,浙江外国语学院,王湘豫,浙江外国语学院,王湘豫,1378,1367,1370,1370,1370,1370,1370,1370,1370,1370,1370,1333,1333,1333,1333,1333,1333,1333,4
5793,浙江师范大学,金涵博,浙江师范大学,金涵博,1389,1412,1411,1411,1411,1411,1411,1411,1366,1366,1333,1333,1333,1333,1333,1333,1333,1333,5
5793,浙江经贸职业技术学院,王苏杰,浙江经贸职业技术学院,王苏杰,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,浙江经贸职业技术学院,董泽煌,浙江经贸职业技术学院,董泽煌,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,浙江经贸职业技术学院,薛国玮,浙江经贸职业技术学院,薛国玮,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,海南大学,丁彦文,海南大学,丁彦文,1365,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,海南大学,朱桐庆,海南大学,朱桐庆,1365,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,海南大学,郑朴,海南大学,郑朴,1365,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,2
5793,湖南工业大学,梁瀚,湖南工业大学,梁瀚,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,湖南工业大学,陈天杨,湖南工业大学,陈天杨,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,湖南工业大学,陈百川,湖南工业大学,陈百川,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,蒙古科技大学,Munkhtur MUNKHBAGANA,蒙古科技大学,munkhturmunkhbagana,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,蒙古科技大学,Purev-Ochir BILGUUNTUGULDUR,蒙古科技大学,purevochirbilguuntuguldur,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,蒙古科技大学,Purevdorj TSERENPUNTSAG,蒙古科技大学,purevdorjtserenpuntsag,,,,,,,,,,,,,,,1333,1333,1333,1333,1
5793,西安理工大学,邹乐凡,西安理工大学,邹乐凡,,,,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1
5793,重庆文理学院,张柒鑫,重庆文理学院,张柒鑫,1395,1351,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,重庆文理学院,田康乐,重庆文理学院,田康乐,1395,1351,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,3
5793,青岛大学,温瑞波,青岛大学,温瑞波,1371,1369,1377,1377,1377,1338,1338,1338,1338,1338,1333,1333,1333,1333,1333,1333,1333,1333,5
5853,三峡大学,程可,三峡大学,程可,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,三峡大学,阮苗苗,三峡大学,阮苗苗,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,上海科技大学,叶浩徐,上海科技大学,叶浩徐,1357,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,上海科技大学,朱星吉,上海科技大学,朱星吉,1357,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,上海科技大学,李怡蕙,上海科技大学,李怡蕙,1340,1307,1265,1265,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,上海科技大学,陈豪,上海科技大学,陈豪,1357,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,东北大学秦皇岛分校,吴政霖,东北大学秦皇岛分校,吴政霖,1361,1338,1335,1335,1335,1335,1335,1335,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,东北林业大学,戈群翔,东北林业大学,戈群翔,1379,1361,1361,1361,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,东北林业大学,程风帆,东北林业大学,程风帆,1379,1361,1361,1361,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,东北林业大学,肖高,东北林业大学,肖高,1379,1361,1361,1361,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,中国农业大学,陈林辰,中国农业大学,陈林辰,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,中国农业大学,魏捷沄,中国农业大学,魏捷沄,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,内蒙古师范大学,乔嘉馨,内蒙古师范大学,乔嘉馨,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,内蒙古师范大学,付新然,内蒙古师范大学,付新然,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,北京师范大学,王嘉炜,北京师范大学,王嘉炜,1375,1387,1379,1379,1379,1344,1344,1344,1344,1344,1349,1332,1332,1332,1332,1332,1332,1332,6
5853,北京师范大学,陈尧森,北京师范大学,陈尧森,1375,1387,1379,1379,1379,1344,1344,1344,1344,1344,1349,1332,1332,1332,1332,1332,1332,1332,6
5853,北京师范大学,黄梓杰,北京师范大学,黄梓杰,1375,1387,1379,1379,1379,1344,1344,1344,1344,1344,1349,1332,1332,1332,1332,1332,1332,1332,6
5853,华北水利水电大学,冯康卓,华北水利水电大学,冯康卓,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,华北水利水电大学,刘立研,华北水利水电大学,刘立研,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,华北水利水电大学,赵怡航,华北水利水电大学,赵怡航,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,合肥大学,吕文杰,合肥大学,吕文杰,1410,1440,1422,1422,1422,1422,1398,1398,1360,1360,1360,1332,1332,1332,1332,1332,1332,1332,6
5853,合肥大学,杨仕超,合肥大学,杨仕超,1410,1440,1422,1422,1422,1422,1398,1398,1360,1360,1360,1332,1332,1332,1332,1332,1332,1332,6
5853,合肥大学,许志航,合肥大学,许志航,1410,1440,1422,1422,1422,1422,1398,1398,1360,1360,1360,1332,1332,1332,1332,1332,1332,1332,6
5853,哈尔滨工程大学,万德俊,哈尔滨工程大学,万德俊,1385,1411,1391,1391,1391,1360,1360,1360,1357,1357,1357,1341,1341,1332,1332,1332,1332,1332,7
5853,哈尔滨工程大学,李焱冉,哈尔滨工程大学,李焱冉,1385,1411,1391,1391,1391,1360,1360,1360,1357,1357,1357,1341,1341,1332,1332,1332,1332,1332,7
5853,哈尔滨工程大学,赵艺凯,哈尔滨工程大学,赵艺凯,1385,1411,1391,1391,1391,1360,1360,1360,1357,1357,1357,1341,1341,1332,1332,1332,1332,1332,7
5853,嘉应学院,俞玄康,嘉应学院,俞玄康,1379,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,嘉应学院,廖世毅,嘉应学院,廖世毅,1379,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,嘉应学院,翁杰豪,嘉应学院,翁杰豪,1379,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,大连东软信息学院,朱贺,大连东软信息学院,朱贺,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,宁波工程学院,叶德坚,宁波工程学院,叶德坚,1396,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1332,1332,1332,1332,3
5853,山西农业大学,康旭东,山西农业大学,康旭东,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,山西农业大学,田博轩,山西农业大学,田博轩,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,山西农业大学,陈佳祺,山西农业大学,陈佳祺,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,广州城市理工学院,赖德檀,广州城市理工学院,赖德檀,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,广州城市理工学院,陈贝纯,广州城市理工学院,陈贝纯,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,广州城市理工学院,黄嘉希,广州城市理工学院,黄嘉希,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,广州软件学院,陈平俊,广州软件学院,陈平俊,1385,1385,1391,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,广州软件学院,陈文定,广州软件学院,陈文定,1385,1385,1391,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,广州软件学院,黄智源,广州软件学院,黄智源,1385,1385,1391,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,成都信息工程大学,张永俊,成都信息工程大学,张永俊,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,成都信息工程大学,曾乙,成都信息工程大学,曾乙,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,成都信息工程大学,郑贯中,成都信息工程大学,郑贯中,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,杭州医学院,张烨冬,杭州医学院,张烨冬,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,杭州医学院,朱乐颜,杭州医学院,朱乐颜,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,杭州医学院,顾运雨,杭州医学院,顾运雨,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,江西农业大学,罗光明,江西农业大学,罗光明,1386,1367,1367,1367,1367,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,江西农业大学,胡艺,江西农业大学,胡艺,1386,1367,1367,1367,1367,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,江西农业大学,贺子豪,江西农业大学,贺子豪,1386,1367,1367,1367,1367,1367,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,江西理工大学,曾欣媛,江西理工大学,曾欣媛,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,沈阳农业大学,杨权恒,沈阳农业大学,杨权恒,,,,,,,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,河南师范大学,孙胜锺,河南师范大学,孙胜锺,1382,1361,1365,1365,1365,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南师范大学,董天逸,河南师范大学,董天逸,1382,1361,1365,1365,1365,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南师范大学,陈春宇,河南师范大学,陈春宇,1382,1361,1365,1365,1365,1365,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南理工大学,常曜璘,河南理工大学,常曜璘,,1356,1378,1378,1378,1334,1334,1334,1334,1334,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南理工大学,张荣昌,河南理工大学,张荣昌,,1356,1378,1378,1378,1334,1334,1334,1334,1334,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南理工大学,蒲叶,河南理工大学,蒲叶,,1356,1378,1378,1378,1334,1334,1334,1334,1334,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,河南财经政法大学,刘义凯,河南财经政法大学,刘义凯,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,河南财经政法大学,唐璟辉,河南财经政法大学,唐璟辉,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,河南财经政法大学,陈俊尹,河南财经政法大学,陈俊尹,1362,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,浙江财经大学,蔡成润,浙江财经大学,蔡成润,1399,1397,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
