rank,school,member,normalized_school,normalized_member,icpc2025preliminary-1,icpc2025preliminary-2,ccpc2025preliminary,icpc2025xi_an,ccpc2025ladies,icpc2025chengdu,icpc2025wuhan,ccpc2025harbin,icpc2025nanjing,ccpc2025jinan,icpc2025shenyang,ccpc2025zhengzhou,icpc2025shanghai,ccpc2025chongqing,icpc2025hongkong,icpc2025ecfinal,ccpc2025final,final_rating,contests_participated
1097,中国科学技术大学,陈聆祎,中国科学技术大学,陈聆祎,1456,1508,1538,1538,1538,1536,1536,1536,1536,1468,1468,1468,1468,1468,1468,1468,1468,1468,5
1097,华中师范大学,张凯文,华中师范大学,张凯文,1450,1485,1513,1513,1513,1513,1511,1511,1477,1477,1477,1479,1479,1468,1468,1468,1468,1468,7
1097,华中师范大学,郑壹腾,华中师范大学,郑壹腾,1450,1485,1513,1513,1513,1513,1511,1511,1477,1477,1477,1479,1479,1468,1468,1468,1468,1468,7
1097,哈尔滨工业大学,陈信帆,哈尔滨工业大学,陈信帆,1427,1461,1484,1471,1471,1471,1471,1471,1484,1490,1490,1490,1490,1468,1468,1468,1468,1468,7
1097,哈尔滨工业大学,黎子川,哈尔滨工业大学,黎子川,1427,1461,1484,1471,1471,1471,1471,1471,1484,1490,1490,1490,1490,1468,1468,1468,1468,1468,7
1097,安徽师范大学,刘乐晗,安徽师范大学,刘乐晗,,,,,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1
1097,安徽师范大学,赵祖修,安徽师范大学,赵祖修,,,,,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1468,1
1097,绍兴理工学院,谢琳涵,绍兴理工学院,谢琳涵,,1492,1571,1571,1571,1571,1503,1503,1503,1503,1467,1482,1482,1482,1482,1468,1468,1468,6
1097,绍兴理工学院,陈佳俊,绍兴理工学院,陈佳俊,,1492,1571,1571,1571,1571,1503,1503,1503,1503,1467,1482,1482,1482,1482,1468,1468,1468,6
1107,东北大学秦皇岛分校,尹瀚磊,东北大学秦皇岛分校,尹瀚磊,1458,1475,1489,1489,1489,1529,1503,1583,1583,1583,1583,1515,1515,1515,1515,1467,1467,1467,8
1107,华东理工大学,胡观复,华东理工大学,胡观复,,,,,,,1432,1432,1432,1432,1446,1446,1446,1467,1467,1467,1467,1467,3
1107,四川大学,夏知齐,四川大学,夏知齐,1457,1488,1532,1532,1532,1532,1532,1525,1525,1525,1503,1503,1467,1467,1467,1467,1467,1467,6
1107,四川大学,张逸涵,四川大学,张逸涵,1457,1488,1532,1532,1532,1532,1532,1525,1525,1525,1503,1503,1467,1467,1467,1467,1467,1467,6
1107,长沙理工大学,沈彬宇,长沙理工大学,沈彬宇,1486,1491,1530,1530,1530,1550,1550,1550,1550,1498,1498,1498,1517,1517,1517,1467,1467,1467,7
1112,中国科学技术大学,王浛丞,中国科学技术大学,王浛丞,,,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1
1112,大连理工大学,吴胤祺,大连理工大学,吴胤祺,1409,1456,1489,1489,1489,1494,1494,1494,1494,1494,1471,1466,1466,1466,1466,1466,1466,1466,7
1112,大连理工大学,孟家祺,大连理工大学,孟家祺,1409,1456,1489,1489,1489,1494,1494,1494,1494,1494,1471,1466,1466,1466,1466,1466,1466,1466,7
1112,大连理工大学,汪瀚声,大连理工大学,汪瀚声,1409,1456,1489,1489,1489,1494,1494,1494,1494,1494,1471,1466,1466,1466,1466,1466,1466,1466,7
1112,成都信息工程大学,王浩然,成都信息工程大学,王浩然,1453,1432,1462,1462,1462,1406,1435,1468,1468,1469,1469,1469,1469,1469,1469,1469,1466,1466,8
1112,杭州电子科技大学,张湛天,杭州电子科技大学,张湛天,1384,1401,1412,1412,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,4
1112,杭州电子科技大学,徐天天,杭州电子科技大学,徐天天,1384,1401,1412,1412,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,4
1112,杭州电子科技大学,黄佳慧,杭州电子科技大学,黄佳慧,1384,1401,1412,1412,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,4
1120,上海科技大学,付余阳光,上海科技大学,付余阳光,1414,1466,1474,1474,1474,1474,1474,1474,1474,1474,1465,1465,1465,1465,1465,1465,1465,1465,4
1120,上海科技大学,李卓轩,上海科技大学,李卓轩,1414,1466,1474,1474,1474,1474,1474,1474,1474,1474,1465,1465,1465,1465,1465,1465,1465,1465,4
1120,上海科技大学,陈冠宇,上海科技大学,陈冠宇,1414,1466,1474,1474,1474,1474,1474,1474,1474,1474,1465,1465,1465,1465,1465,1465,1465,1465,4
1120,北京化工大学,彭天祺,北京化工大学,彭天祺,1472,1454,1456,1456,1456,1456,1465,1465,1508,1494,1494,1496,1496,1496,1496,1453,1465,1465,9
1120,北京化工大学,陈昊然,北京化工大学,陈昊然,1472,1454,1456,1456,1456,1456,1465,1465,1508,1494,1494,1496,1496,1496,1496,1453,1465,1465,9
1120,北京航空航天大学,廖俊麟,北京航空航天大学,廖俊麟,1443,1506,1422,1482,1482,1482,1482,1482,1482,1482,1482,1482,1465,1465,1465,1465,1465,1465,6
1120,北京航空航天大学,徐浩然,北京航空航天大学,徐浩然,1443,1506,1422,1482,1482,1482,1482,1482,1482,1482,1482,1482,1465,1465,1465,1465,1465,1465,6
1120,北京航空航天大学,肖迪睿,北京航空航天大学,肖迪睿,1443,1506,1422,1482,1482,1482,1482,1482,1482,1482,1482,1482,1465,1465,1465,1465,1465,1465,6
1120,哈尔滨工业大学,杜宇丰,哈尔滨工业大学,杜宇丰,1415,1461,1469,1461,1461,1461,1461,1461,1477,1485,1485,1485,1485,1465,1465,1465,1465,1465,7
1120,山东科技大学,岳立冬,山东科技大学,岳立冬,1480,1514,1531,1519,1519,1519,1519,1524,1524,1524,1481,1481,1481,1481,1481,1481,1465,1465,7
1120,山东科技大学,张一炜,山东科技大学,张一炜,1480,1514,1531,1519,1519,1519,1519,1524,1524,1524,1481,1481,1481,1481,1481,1481,1465,1465,7
1120,山东科技大学,徐熙睿,山东科技大学,徐熙睿,1480,1514,1531,1519,1519,1519,1519,1524,1524,1524,1481,1481,1481,1481,1481,1481,1465,1465,7
1120,杭州电子科技大学,吴晨涛,杭州电子科技大学,吴晨涛,1423,1415,1445,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,1465,4
1120,电子科技大学,褚睿极,电子科技大学,褚睿极,1403,1403,1522,1522,1522,1522,1522,1522,1447,1447,1447,1447,1447,1465,1465,1465,1465,1465,4
1134,北京林业大学,张锦秀,北京林业大学,张锦秀,1408,1396,1456,1456,1512,1512,1512,1512,1512,1484,1484,1484,1464,1464,1464,1464,1464,1464,6
1134,华中科技大学,冯元宁,华中科技大学,冯元宁,1450,1462,1462,1462,1462,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,3
1134,华中科技大学,向恩泽,华中科技大学,向恩泽,1450,1462,1462,1462,1462,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,3
1134,华中科技大学,潘喆,华中科技大学,潘喆,1450,1462,1462,1462,1462,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,3
1134,吉林大学,席乐媛,吉林大学,席乐媛,1445,1502,1498,1462,1540,1540,1540,1483,1483,1483,1498,1487,1487,1487,1487,1464,1464,1464,9
1134,杭州师范大学,尤馨然,杭州师范大学,尤馨然,1416,1400,1400,1400,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,4
1134,湘潭大学,范文涵,湘潭大学,范文涵,1425,1445,1439,1439,1439,1439,1422,1422,1418,1464,1464,1464,1464,1464,1464,1464,1464,1464,6
1134,湘潭大学,郑智彬,湘潭大学,郑智彬,1425,1445,1439,1439,1439,1439,1422,1422,1418,1464,1464,1464,1464,1464,1464,1464,1464,1464,6
1142,北京交通大学,孙宁,北京交通大学,孙宁,1462,1498,1452,1450,1450,1450,1450,1450,1448,1463,1463,1463,1463,1463,1463,1463,1463,1463,6
1142,北京交通大学,王嘉胜,北京交通大学,王嘉胜,1462,1498,1452,1450,1450,1450,1450,1450,1448,1463,1463,1463,1463,1463,1463,1463,1463,1463,6
1142,同济大学,杨欣然,同济大学,杨欣然,1471,1536,1521,1521,1626,1626,1626,1626,1626,1626,1602,1602,1560,1560,1560,1502,1463,1463,8
1142,国防科技大学,刘景毅,国防科技大学,刘景毅,,1428,1440,1440,1440,1451,1451,1451,1451,1451,1514,1514,1514,1514,1514,1463,1463,1463,5
1142,国防科技大学,左智文,国防科技大学,左智文,,1428,1440,1440,1440,1451,1451,1451,1451,1451,1514,1514,1514,1514,1514,1463,1463,1463,5
1142,江苏大学,张道正,江苏大学,张道正,1485,1505,1505,1505,1505,1505,1514,1514,1514,1532,1532,1532,1535,1535,1535,1506,1463,1463,7
1142,江苏大学,薛志康,江苏大学,薛志康,1485,1505,1505,1505,1505,1505,1514,1514,1514,1532,1532,1532,1535,1535,1535,1506,1463,1463,7
1149,北京大学,傅翔宇,北京大学,傅翔宇,,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1
1149,北京大学,郑熠,北京大学,郑熠,,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1462,1
1149,湖南师范大学,高嘉鑫,湖南师范大学,高嘉鑫,1457,1464,1509,1509,1509,1509,1490,1453,1453,1453,1430,1430,1430,1462,1462,1462,1462,1462,7
1152,北京理工大学,张家诚,北京理工大学,张家诚,1436,1451,1461,1453,1453,1453,1453,1453,1453,1453,1480,1461,1461,1461,1461,1461,1461,1461,6
1152,北京理工大学,邱昌威,北京理工大学,邱昌威,1436,1451,1461,1453,1453,1453,1453,1453,1453,1453,1480,1461,1461,1461,1461,1461,1461,1461,6
1152,北京理工大学,齐轩宇,北京理工大学,齐轩宇,1436,1451,1461,1453,1453,1453,1453,1453,1453,1453,1480,1461,1461,1461,1461,1461,1461,1461,6
1152,北京邮电大学,安奕轩,北京邮电大学,安奕轩,1442,1468,1483,1483,1483,1483,1479,1479,1479,1479,1479,1461,1461,1461,1461,1461,1461,1461,5
1152,北京邮电大学,安澍,北京邮电大学,安澍,1442,1468,1483,1483,1483,1483,1479,1479,1479,1479,1479,1461,1461,1461,1461,1461,1461,1461,5
1152,北京邮电大学,林米乐,北京邮电大学,林米乐,1442,1468,1483,1483,1483,1483,1479,1479,1479,1479,1479,1461,1461,1461,1461,1461,1461,1461,5
1152,山东大学（威海）,童延,山东大学威海,童延,1457,1455,1455,1455,1455,1463,1463,1424,1424,1424,1424,1424,1424,1424,1461,1461,1461,1461,5
1152,浙江工商大学,徐贤涛,浙江工商大学,徐贤涛,1448,1448,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,2
1152,浙江工商大学,王哲,浙江工商大学,王哲,1448,1448,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,2
1152,浙江工商大学,薛强,浙江工商大学,薛强,1448,1448,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,2
1152,湖南师范大学,董爵硕,湖南师范大学,董爵硕,1457,1464,1509,1509,1509,1509,1486,1450,1450,1450,1428,1428,1428,1461,1461,1461,1461,1461,7
1152,湖南科技大学,蒋心妍,湖南科技大学,蒋心妍,1467,1479,1533,1533,1533,1533,1533,1533,1508,1508,1465,1445,1445,1461,1461,1461,1461,1461,7
1152,电子科技大学,丁柏宇,电子科技大学,丁柏宇,1412,1412,1419,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,3
1152,电子科技大学,晋睿博,电子科技大学,晋睿博,1412,1412,1419,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,3
1152,电子科技大学,黄雪锋,电子科技大学,黄雪锋,1412,1412,1419,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,3
1167,北京航空航天大学,杨佳宇轩,北京航空航天大学,杨佳宇轩,,,,,,,,,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1
1167,北京航空航天大学,王泓翔,北京航空航天大学,王泓翔,,,,,,,,,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1
1167,北京航空航天大学,谭喆文,北京航空航天大学,谭喆文,,,,,,,,,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460,1
1167,华中科技大学,姜泰哲,华中科技大学,姜泰哲,,,,,,,,,,,,,1460,1460,1460,1460,1460,1460,1
1167,华中科技大学,孙致平,华中科技大学,孙致平,,,,,,,,,,,,,1460,1460,1460,1460,1460,1460,1
1167,华中科技大学,晏梓豪,华中科技大学,晏梓豪,,,,,,,,,,,,,1460,1460,1460,1460,1460,1460,1
1167,江南大学,刘珺哲,江南大学,刘珺哲,1452,1474,1541,1541,1541,1541,1541,1541,1539,1520,1520,1520,1450,1450,1450,1460,1460,1460,7
1167,电子科技大学,周蛰粼,电子科技大学,周蛰粼,1425,1425,1465,1465,1465,1465,1465,1414,1414,1414,1414,1414,1414,1414,1460,1460,1460,1460,4
1167,电子科技大学,徐明君,电子科技大学,徐明君,1425,1425,1465,1465,1465,1465,1465,1414,1414,1414,1414,1414,1414,1414,1460,1460,1460,1460,4
1167,电子科技大学,赵城尧,电子科技大学,赵城尧,1425,1425,1465,1465,1465,1465,1465,1414,1414,1414,1414,1414,1414,1414,1460,1460,1460,1460,4
1177,南京大学苏州校区,林晨浩,南京大学苏州校区,林晨浩,,,1450,1450,1450,1450,1450,1450,1450,1467,1467,1488,1488,1488,1488,1488,1459,1459,4
1177,南京大学苏州校区,蒋雨泽,南京大学苏州校区,蒋雨泽,,,1450,1450,1450,1450,1450,1450,1450,1467,1467,1488,1488,1488,1488,1488,1459,1459,4
1177,南京大学苏州校区,计昀,南京大学苏州校区,计昀,,,1450,1450,1450,1450,1450,1450,1450,1467,1467,1488,1488,1488,1488,1488,1459,1459,4
1177,国防科技大学,习逸晗,国防科技大学,习逸晗,,1388,1406,1406,1406,1384,1384,1384,1384,1384,1467,1467,1467,1467,1467,1435,1459,1459,6
1177,福州大学,肖羽石,福州大学,肖羽石,1407,1437,1454,1454,1454,1414,1414,1456,1456,1456,1456,1456,1456,1456,1459,1459,1459,1459,6
1182,中国科学院大学,蓝天朗,中国科学院大学,蓝天朗,,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1
1182,吉林大学,张健哲,吉林大学,张健哲,1478,1517,1560,1560,1560,1560,1531,1531,1507,1503,1503,1503,1503,1458,1458,1458,1458,1458,7
1182,吉林大学,拱垲,吉林大学,拱垲,1478,1517,1560,1560,1560,1560,1531,1531,1507,1503,1503,1503,1503,1458,1458,1458,1458,1458,7
1182,吉林大学,袁英麒,吉林大学,袁英麒,1478,1517,1560,1560,1560,1560,1531,1531,1507,1503,1503,1503,1503,1458,1458,1458,1458,1458,7
1182,吉林大学,钟姝伶,吉林大学,钟姝伶,1388,1414,1396,1396,1496,1496,1496,1496,1496,1496,1458,1458,1458,1458,1458,1458,1458,1458,5
1182,同济大学,上官思洋,同济大学,上官思洋,1436,1492,1499,1499,1499,1480,1480,1480,1482,1478,1478,1458,1458,1458,1458,1458,1458,1458,7
1182,同济大学,潘越,同济大学,潘越,1436,1492,1499,1499,1499,1480,1480,1480,1482,1478,1478,1458,1458,1458,1458,1458,1458,1458,7
1182,同济大学,许思源,同济大学,许思源,1436,1492,1499,1499,1499,1480,1480,1480,1482,1478,1478,1458,1458,1458,1458,1458,1458,1458,7
1190,杭州师范大学,邵茹怡,杭州师范大学,邵茹怡,,1389,1389,1389,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,2
1190,重庆工程学院,晏席,重庆工程学院,晏席,1364,1364,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,2
1190,重庆工程学院,杨灿,重庆工程学院,杨灿,1364,1364,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,1457,2
1190,重庆理工大学,许润峰,重庆理工大学,许润峰,,1456,1456,1456,1456,1466,1466,1466,1414,1414,1414,1414,1414,1419,1419,1457,1457,1457,5
1194,东南大学,周启凡,东南大学,周启凡,1467,1501,1486,1486,1486,1486,1486,1486,1486,1486,1485,1485,1456,1456,1456,1456,1456,1456,5
1194,东南大学,顾凌晗,东南大学,顾凌晗,1467,1501,1486,1486,1486,1486,1486,1486,1486,1486,1485,1485,1456,1456,1456,1456,1456,1456,5
1194,东南大学,魏子何,东南大学,魏子何,1467,1501,1486,1486,1486,1486,1486,1486,1486,1486,1485,1485,1456,1456,1456,1456,1456,1456,5
1194,南京大学,张弛,南京大学,张弛,1442,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,2
1194,南京大学,张成禹,南京大学,张成禹,1442,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,2
1194,南京大学,邓铭越,南京大学,邓铭越,1442,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,2
1194,南京航空航天大学,吕海亮,南京航空航天大学,吕海亮,1467,1488,1519,1528,1528,1528,1528,1528,1528,1512,1512,1512,1511,1477,1477,1456,1456,1456,8
1194,南京航空航天大学,胡弘泰,南京航空航天大学,胡弘泰,1467,1488,1519,1528,1528,1528,1528,1528,1528,1512,1512,1512,1511,1477,1477,1456,1456,1456,8
1194,南京航空航天大学,黄子源,南京航空航天大学,黄子源,1467,1488,1519,1528,1528,1528,1528,1528,1528,1512,1512,1512,1511,1477,1477,1456,1456,1456,8
1194,成都信息工程大学,刘雨葳,成都信息工程大学,刘雨葳,1472,1488,1511,1500,1500,1495,1495,1527,1527,1497,1497,1497,1497,1497,1497,1454,1456,1456,9
1194,成都信息工程大学,林莫豪,成都信息工程大学,林莫豪,1472,1488,1511,1500,1500,1495,1495,1527,1527,1497,1497,1497,1497,1497,1497,1454,1456,1456,9
1194,福州大学,官瑜,福州大学,官瑜,1407,1437,1454,1454,1454,1414,1414,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,5
1194,辽宁大学,徐靖媛,辽宁大学,徐靖媛,,,,,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1
1194,辽宁大学,朱珊,辽宁大学,朱珊,,,,,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1
1208,东华大学,金浩帆,东华大学,金浩帆,1477,1505,1569,1607,1607,1607,1542,1542,1542,1537,1537,1537,1537,1537,1537,1509,1455,1455,8
1208,华东师范大学,冯中信,华东师范大学,冯中信,,1440,1463,1463,1463,1463,1531,1499,1499,1462,1462,1462,1455,1455,1455,1455,1455,1455,6
1208,哈尔滨工业大学（深圳）,赵飞羽,哈尔滨工业大学深圳,赵飞羽,1451,1473,1540,1540,1540,1540,1540,1460,1460,1460,1460,1460,1447,1447,1455,1455,1455,1455,6
1208,哈尔滨工业大学（深圳）,陈彦波,哈尔滨工业大学深圳,陈彦波,1451,1473,1540,1540,1540,1540,1540,1460,1460,1460,1460,1460,1447,1447,1455,1455,1455,1455,6
1208,杭州师范大学,杨吉宇,杭州师范大学,杨吉宇,,,,,,,,,,1455,1455,1455,1455,1455,1455,1455,1455,1455,1
1208,杭州师范大学,龚明涛,杭州师范大学,龚明涛,,,,,,,,,,1455,1455,1455,1455,1455,1455,1455,1455,1455,1
1208,江苏大学,庞政,江苏大学,庞政,1485,1505,1505,1505,1505,1505,1505,1505,1477,1507,1507,1507,1518,1518,1518,1495,1455,1455,7
1215,中国科学技术大学,赵星宇,中国科学技术大学,赵星宇,1456,1508,1508,1508,1508,1516,1516,1516,1516,1454,1454,1454,1454,1454,1454,1454,1454,1454,4
1215,中国计量大学,陈敏,中国计量大学,陈敏,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1
1215,北京邮电大学,邢瑞林,北京邮电大学,邢瑞林,,,,,,,,,,,,,,,1454,1454,1454,1454,1
1215,成都信息工程大学,秦朝超,成都信息工程大学,秦朝超,1472,1488,1511,1500,1500,1495,1495,1527,1527,1497,1497,1497,1497,1497,1497,1454,1454,1454,8
1215,浙江工商大学,徐晨阳,浙江工商大学,徐晨阳,1429,1453,1485,1485,1485,1479,1479,1533,1533,1467,1467,1467,1467,1467,1452,1452,1454,1454,8
1215,浙江工商大学,沈士渊,浙江工商大学,沈士渊,1429,1453,1485,1485,1485,1479,1479,1533,1533,1467,1467,1467,1467,1467,1452,1452,1454,1454,8
1215,浙江工商大学,魏嘉豪,浙江工商大学,魏嘉豪,1429,1453,1485,1485,1485,1479,1479,1533,1533,1467,1467,1467,1467,1467,1452,1452,1454,1454,8
1222,北京化工大学,熊家怡,北京化工大学,熊家怡,1472,1454,1456,1456,1456,1456,1465,1465,1508,1494,1494,1496,1496,1496,1496,1453,1453,1453,8
1222,北京建筑大学,谷子恒,北京建筑大学,谷子恒,,,,,,,,,,,,,1445,1445,1445,1453,1453,1453,2
1222,南京信息工程大学,边上策,南京信息工程大学,边上策,1440,1396,1414,1414,1414,1422,1422,1422,1422,1453,1453,1453,1453,1453,1453,1453,1453,1453,5
1222,浙大城市学院,钟诗雨,浙大城市学院,钟诗雨,,,,,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,1
1222,浙江理工大学,张浩,浙江理工大学,张浩,1462,1482,1481,1482,1482,1482,1482,1487,1487,1442,1442,1442,1485,1485,1485,1453,1453,1453,8
1222,浙江理工大学,项帅,浙江理工大学,项帅,1462,1482,1481,1482,1482,1482,1482,1487,1487,1442,1442,1442,1485,1485,1485,1453,1453,1453,8
1228,东北大学,董新畅,东北大学,董新畅,1492,1508,1506,1506,1506,1506,1458,1458,1389,1380,1380,1446,1446,1446,1446,1452,1452,1452,8
1228,中国科学技术大学,岳孟昕,中国科学技术大学,岳孟昕,1437,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,2
1228,中国科学技术大学,彭予乐,中国科学技术大学,彭予乐,1437,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,2
1228,中国科学技术大学,王少白,中国科学技术大学,王少白,1437,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,2
1228,南京理工大学,冯宇杰,南京理工大学,冯宇杰,1435,1463,1428,1428,1428,1446,1446,1446,1448,1448,1448,1448,1448,1448,1448,1452,1452,1452,6
